jordtype,komm,nedbarea,nmin,aar_mod,forfrugt,potnmin,jordn,pesticid,exptgens,mod_nmin,ngodnt,nopt,ngodnn,ngodn,nprot,saatid,rokap,dgv1059,sort,srtprot,nplac,dg25,ngtilg,ntilg,saamng,tkvs,saakern,partigerm,frspdag,jordinf,markgrm,antplnt,sorttkv,aks_m2,keraks,dgv5980,aks_vgt,srtsize,ksort,protein,udb,spndx,tkv,slt22,s2225,s2528,bgbyg
JB_3,state0,x3___500_,x0_15,x_10,Cer_rotation,x15_30,x30_45,x_2,x30_40,x15_30,x90_105,x120_135,x75_90,x75_90,x40_60,x11_4_20_4,x87_5_112_5,x25_40,Lenka,x1,Top_dressed,x27_5_32_5,x_45,x_75,x230_250,x46_48,x_450,x85_90,x15_17,x_95__97,x80_85,x325_375,x6,x_350,x15_17,x5_10,x600_650,x1,x_85,x_9,x_30,x9_10,x40_42_5,x3_5,x1_5,x10_15,x3_5_4_0
JB_2,state1,x3___500_,x15_30,x5,Other,x45_60,x60_75,x_2,x30_40,x15_30,x90_105,x120_135,x60_75,x60_75,x80_100,x_26_3,x87_5_112_5,x51_60,Meltan,x6,worked_in_solil,x_22_5,x60_75,x120_135,x230_250,x42_44,x_450,x98_99,x19_21,x_95__97,x94_95,x375_425,x6,x450_550,x19_21,x25_35,x_1050,x2,x_98,x_12_0,x55_60,x9_10,x40_42_5,x0_1,x0_1,x0_5,x3_0_3_5
JB_8,state4,x2__375_500_,x45_60,x_25,Clovergrass,x75_90,x_120,x_2,x40_50,x_75,x_45,x120_135,x_45,x_45,x120_140,x11_4_20_4,x187_5_212_5,x61_70,Etna,x1,Placed,x_22_5,x_45,x165_180,x50_70,x46_48,x_175,x85_90,x_15,x_99_1_00,x85_90,x_175,x4,x650_750,x_23,x5_10,x700_750,x0,x_85,x9_5_10_0,x50_55,x9_10,x40_42_5,x3_5,x1_5,x5_10,x_5_0
JB_4,state3,x2__375_500_,x30_45,x20,Clovergrass,x30_45,x45_60,x_2,x30_40,x15_30,x60_75,x120_135,x60_75,x60_75,x60_80,x21_4_26_4,x87_5_112_5,x61_70,Marielle,x4,Top_dressed,x11_5_27_5,x_45,x75_90,x210_230,x50_55,x375_424,x97_98,x15_17,x_99_1_00,x97_98,x375_425,x5,x950_1150,x15_17,x5_10,x_550,x_1,x_85,x_12_0,x50_55,x9_10,x35_40,x3_5,x5_10,x25_30,x3_5_4_0
JB_2,state4,x3___500_,x15_30,x5,Other,x60_75,x75_90,x_2,x40_50,x15_30,x90_105,x120_135,x_45,x_45,x80_100,x11_4_20_4,x112_5_137_5,x51_60,Sehila,x4,worked_in_solil,x11_5_27_5,x_45,x105_120,x170_190,x40_42,x_450,x97_98,x_15,x_95__97,x94_95,x375_425,x6,x350_450,x21_23,x0_5,x700_750,x0,x_85,x_12_0,x_30,x9_10,x40_42_5,x3_5,x5_10,x20_25,x4_5_5_0
JB_9,state3,x1___375_,x45_60,x10,Beets,x90_105,x_120,x_2,x30_40,x30_45,x60_75,x120_135,x_45,x_45,x120_140,x_26_3,x162_5_187_5,x_70,Tofta,x3,Top_dressed,x_22_5,x_45,x165_180,x210_230,x46_48,x_450,x_80,x23_25,x90__93,x_75,x275_325,x5,x750_950,x19_21,x0_5,x750_850,x2,x_85,x10_0_10_5,x65_70,x9_10,x42_5_45,x3_5,x1_5,x10_15,x4_5_5_0
Jb_7,state0,x3___500_,x30_45,x10,Beets,x_105,x_120,x_2,x50_60,x15_30,x105_120,x150_165,x_45,x_45,x120_140,x26_3_10_4,x187_5_212_5,x51_60,Heron,x2,worked_in_solil,x_22_5,x_45,x165_180,x210_230,x35_40,x_450,x98_99,x19_21,x_99_1_00,x98__99,x_425,x4,x550_650,x21_23,x15_25,x850_950,x0,x_85,x11_0_11_5,x50_55,x9_10,x42_5_45,x3_5,x1_5,x15_20,x4_0_4_5
JB_8,state2,x1___375_,x30_45,x25,Other,x_105,x_120,x_2,x30_40,x0_15,x105_120,x_120,x_45,x_45,x120_140,x26_3_10_4,x137_5_162_5,x51_60,Prisma,x1,Placed,x11_5_27_5,x_45,x165_180,x190_210,x46_48,x_450,x_80,x17_19,x_99_1_00,x75_80,x325_375,x6,x650_750,x17_19,x10_15,x700_750,x2,x85_90,x10_5_11_0,x50_55,x9_10,x40_42_5,x3_5,x1_5,x10_15,x3_5_4_0
JB_3,state2,x1___375_,x0_15,x_10,Other,x15_30,x30_45,x_2,x30_40,x15_30,x90_105,x120_135,x75_90,x75_90,x40_60,x11_4_20_4,x112_5_137_5,x61_70,Lysimax,x5,worked_in_solil,x_22_5,x75_90,x120_135,x210_230,x42_44,x_450,x98_99,x19_21,x_97__98,x95_97,x_425,x1,x950_1150,x13_15,x5_10,x550_600,x0,x_85,x_12_0,x60_65,x9_10,x40_42_5,x3_5,x1_5,x10_15,x4_0_4_5
JB_3,state4,x1___375_,x15_30,x0,Clovergrass,x45_60,x75_90,x_2,x40_50,x15_30,x75_90,x120_135,x_45,x_45,x80_100,x_26_3,x87_5_112_5,x_70,Nevada,x3,Top_dressed,x27_5_32_5,x_45,x105_120,x210_230,x35_40,x_450,x95_97,x21_23,x_99_1_00,x95_97,x_425,x6,x_1150,x15_17,x0_5,x550_600,x_1,x_85,x9_5_10_0,x70_80,x9_10,x35_40,x3_5,x1_5,x20_25,x4_5_5_0
